----system---- ---load-avg--- -dsk/total- ------memory-usage-----
     time     | 1m   5m  15m | read  writ| used  free  buff  cach
18-08 20:23:51|27.2 18.2 8.75|   0     0 |6322M  119G 7820k 97.3M
18-08 20:23:53|27.2 18.2 8.75|   0    10k|6493M  119G 7828k 97.3M
18-08 20:23:55|26.6 18.2 8.81|   0     0 |6665M  119G 7828k 97.3M
18-08 20:23:57|26.6 18.2 8.81|   0     0 |6836M  119G 7828k 97.3M
18-08 20:23:59|26.6 18.2 8.81|   0    10k|7003M  119G 7836k 97.3M
18-08 20:24:01|26.1 18.2 8.87|   0     0 |7175M  119G 7836k 97.3M
18-08 20:24:03|26.1 18.2 8.87|   0     0 |7346M  118G 7836k 97.3M
18-08 20:24:05|25.6 18.3 8.93|   0    10k|7516M  118G 7844k 97.3M
18-08 20:24:07|25.6 18.3 8.93|   0     0 |7688M  118G 7844k 97.3M
18-08 20:24:09|25.6 18.3 8.93|   0     0 |7861M  118G 7844k 97.3M
18-08 20:24:11|25.1 18.3 8.99|   0   340k|8029M  118G 7932k 97.3M
18-08 20:24:13|25.1 18.3 8.99|   0     0 |8200M  118G 7932k 97.3M
18-08 20:24:15|24.7 18.3 9.05|   0     0 |8308M  118G 7932k 97.3M
18-08 20:24:17|24.7 18.3 9.05|   0    24k|8474M  117G 7940k 97.3M
18-08 20:24:19|24.7 18.3 9.05|   0     0 |8652M  117G 7940k 97.3M
18-08 20:24:21|24.3 18.4 9.11|   0     0 |8819M  117G 7940k 97.3M
18-08 20:24:23|24.3 18.4 9.11|   0  8192B|8985M  117G 7948k 97.3M
18-08 20:24:25|24.0 18.4 9.17|   0     0 |9157M  117G 7948k 97.3M
18-08 20:24:27|24.0 18.4 9.17|   0     0 |9328M  117G 7948k 97.3M
18-08 20:24:29|24.0 18.4 9.17|   0  8192B|9499M  116G 7956k 97.3M
18-08 20:24:31|23.7 18.4 9.23|   0     0 |9670M  116G 7956k 97.3M
18-08 20:24:33|23.7 18.4 9.23|   0     0 |9839M  116G 7956k 97.3M
18-08 20:24:35|23.4 18.4 9.28|   0  8192B|9.78G  116G 7964k 97.3M
18-08 20:24:37|23.4 18.4 9.28|   0     0 |9.94G  116G 7964k 97.3M
18-08 20:24:39|23.4 18.4 9.28|   0     0 |10.1G  116G 7964k 97.3M
18-08 20:24:41|23.1 18.5 9.34|   0   338k|10.3G  115G 8052k 97.3M
18-08 20:24:43|23.1 18.5 9.34|   0     0 |10.4G  115G 8052k 97.3M
18-08 20:24:45|22.9 18.5 9.40|   0     0 |10.6G  115G 8052k 97.3M
18-08 20:24:47|22.9 18.5 9.40|2048B   30k|10.8G  115G 8064k 97.3M
18-08 20:24:49|22.9 18.5 9.40|   0     0 |10.9G  115G 8064k 97.3M
18-08 20:24:51|22.6 18.5 9.46|   0     0 |12.9G  113G 8064k 97.3M
18-08 20:24:53|22.6 18.5 9.46|   0    12k|18.3G  107G 8072k 97.3M
18-08 20:24:55|22.4 18.5 9.51|   0     0 |23.7G  102G 8072k 97.3M
18-08 20:24:57|22.4 18.5 9.51|   0     0 |29.0G 96.6G 8072k 97.3M
18-08 20:24:59|22.4 18.5 9.51|   0  8192B|33.6G 92.1G 8080k 97.3M
18-08 20:25:01|22.2 18.6 9.57|   0     0 |35.8G 89.8G 8080k 97.3M
18-08 20:25:03|22.2 18.6 9.57|   0     0 |39.0G 86.6G 8080k 97.3M
18-08 20:25:05|22.1 18.6 9.63|   0  8192B|41.1G 84.5G 8088k 97.3M
18-08 20:25:07|22.1 18.6 9.63|   0     0 |45.3G 80.3G 8088k 97.3M
18-08 20:25:09|22.1 18.6 9.63|   0     0 |46.1G 79.6G 8088k 97.3M
18-08 20:25:11|21.9 18.6 9.68|   0   338k|48.6G 77.0G 8176k 97.3M
18-08 20:25:13|21.9 18.6 9.68|   0     0 |53.8G 71.8G 8176k 97.3M
18-08 20:25:15|21.7 18.6 9.74|   0     0 |54.4G 71.3G 8176k 97.3M
18-08 20:25:17|21.7 18.6 9.74|   0    24k|56.9G 68.7G 8184k 97.3M
18-08 20:25:19|21.7 18.6 9.74|   0     0 |59.0G 66.6G 8184k 97.3M
18-08 20:25:21|21.6 18.7 9.79|   0     0 |61.2G 64.4G 8184k 97.3M
18-08 20:25:23|21.6 18.7 9.79|   0  8192B|65.6G 60.0G 8192k 97.3M
18-08 20:25:25|21.5 18.7 9.85|   0     0 |77.4G 48.3G 8192k 97.3M
18-08 20:25:27|21.5 18.7 9.85|   0     0 |74.1G 51.6G 8192k 97.3M
18-08 20:25:29|21.5 18.7 9.85|   0  8192B|76.4G 49.2G 8200k 97.3M
18-08 20:25:31|21.4 18.7 9.90|   0     0 |78.9G 46.7G 8200k 97.3M
18-08 20:25:33|21.4 18.7 9.90|   0     0 |81.2G 44.5G 8200k 97.3M
18-08 20:25:35|21.2 18.7 9.96|   0  8192B|83.3G 42.3G 8208k 97.3M
18-08 20:25:37|21.2 18.7 9.96|   0     0 |85.4G 40.3G 8208k 97.3M
18-08 20:25:39|21.2 18.7 9.96|   0     0 |87.4G 38.3G 8208k 97.3M
18-08 20:25:41|21.1 18.8 10.0|   0   342k|89.9G 35.8G 8296k 97.3M
18-08 20:25:43|21.1 18.8 10.0|   0     0 | 104G 21.4G 8296k 97.3M
18-08 20:25:45|21.1 18.8 10.1|   0     0 | 120G 5835M 8296k 97.3M
18-08 20:25:47|21.1 18.8 10.1|  23M  366k| 115G 10.4G 1152k 28.4M
18-08 20:25:49|21.1 18.8 10.1|2776k    0 |52.3G 73.4G 1440k 33.6M
18-08 20:25:51|21.0 18.8 10.1| 498k  376k| 378M  125G 1456k 32.6M
18-08 20:25:53|21.0 18.8 10.1| 292k    0 | 379M  125G 1456k 33.1M
18-08 20:25:55|19.3 18.5 10.1|   0     0 | 379M  125G 1456k 33.1M
18-08 20:25:57|19.3 18.5 10.1| 740k   10k| 378M  125G 1464k 34.4M
18-08 20:25:59|19.3 18.5 10.1|1254k    0 | 378M  125G 2780k 35.9M
18-08 20:26:01|17.7 18.2 10.0| 210k    0 | 379M  125G 3144k 35.5M
18-08 20:26:03|17.7 18.2 10.0|   0    10k| 378M  125G 3152k 35.9M
18-08 20:26:05|16.3 17.9 9.96| 150k    0 | 378M  125G 3300k 36.0M
18-08 20:26:07|16.3 17.9 9.96|   0     0 | 378M  125G 3300k 36.0M
18-08 20:26:09|16.3 17.9 9.96|  94k 8192B| 378M  125G 3308k 36.2M
18-08 20:26:11|15.0 17.6 9.90|4912k  332k| 377M  125G 3680k 45.7M
18-08 20:26:13|15.0 17.6 9.90|   0     0 | 377M  125G 3680k 45.7M
18-08 20:26:15|13.8 17.3 9.85|   0    20k| 377M  125G 3680k 45.7M
18-08 20:26:17|13.8 17.3 9.85|   0  6144B| 377M  125G 3688k 45.6M
18-08 20:26:19|13.8 17.3 9.85| 166k    0 | 378M  125G 3688k 45.6M
18-08 20:26:21|12.7 17.0 9.80|   0  2048B| 378M  125G 3688k 45.6M
18-08 20:26:23|12.7 17.0 9.80| 524k 6144B| 377M  125G 3696k 46.9M
18-08 20:26:25|11.7 16.7 9.74|   0     0 | 377M  125G 3696k 46.9M
18-08 20:26:27|11.7 16.7 9.74|   0  2048B| 377M  125G 3696k 46.9M
18-08 20:26:29|11.7 16.7 9.74|   0  6144B| 377M  125G 3704k 46.9M
18-08 20:26:31|10.8 16.4 9.69|   0     0 | 377M  125G 3704k 46.9M
18-08 20:26:33|10.8 16.4 9.69|   0  2048B| 377M  125G 3704k 46.9M
18-08 20:26:35|9.89 16.2 9.64|   0  6144B| 377M  125G 3712k 46.9M
18-08 20:26:37|9.89 16.2 9.64|   0     0 | 377M  125G 3712k 46.9M
18-08 20:26:39|9.89 16.2 9.64|   0  2048B| 377M  125G 3712k 46.9M
18-08 20:26:41|9.10 15.9 9.59|2048B  340k| 377M  125G 3804k 46.9M
18-08 20:26:43|9.10 15.9 9.59|   0     0 | 377M  125G 3804k 46.9M
18-08 20:26:45|8.37 15.6 9.53|   0    22k| 377M  125G 3804k 46.9M
18-08 20:26:47|8.37 15.6 9.53| 138k 6144B| 377M  125G 3812k 47.2M
18-08 20:26:49|8.37 15.6 9.53|   0     0 | 377M  125G 3812k 47.2M
18-08 20:26:51|7.70 15.4 9.48|2048B 4096B| 377M  125G 3816k 47.2M
18-08 20:26:53|7.70 15.4 9.48| 660k   10k| 377M  125G 3824k 48.5M
18-08 20:26:55|7.08 15.1 9.43|   0     0 | 377M  125G 3824k 48.5M
18-08 20:26:57|7.08 15.1 9.43|   0  6144B| 377M  125G 3824k 48.5M
18-08 20:26:59|7.08 15.1 9.43|   0  6144B| 377M  125G 3832k 48.5M
18-08 20:27:01|6.51 14.9 9.38|   0     0 | 377M  125G 3832k 48.5M
18-08 20:27:03|6.51 14.9 9.38|   0  2048B| 377M  125G 3832k 48.5M
18-08 20:27:05|5.99 14.6 9.33|   0  6144B| 377M  125G 3840k 48.5M
18-08 20:27:07|5.99 14.6 9.33|   0     0 | 377M  125G 3840k 48.5M
18-08 20:27:09|5.99 14.6 9.33|   0  2048B| 377M  125G 3840k 48.5M
18-08 20:27:11|5.51 14.4 9.28|  66k  340k| 377M  125G 3928k 48.6M
18-08 20:27:13|5.51 14.4 9.28|   0     0 | 377M  125G 3928k 48.6M
18-08 20:27:15|5.07 14.1 9.23|   0    20k| 377M  125G 3928k 48.6M
18-08 20:27:17|5.07 14.1 9.23|   0  6144B| 377M  125G 3936k 48.6M
18-08 20:27:19|5.07 14.1 9.23|   0     0 | 377M  125G 3936k 48.6M
18-08 20:27:21|4.66 13.9 9.18|   0  2048B| 377M  125G 3936k 48.6M
18-08 20:27:23|4.66 13.9 9.18|   0  6144B| 377M  125G 3944k 48.6M
18-08 20:27:25|4.29 13.7 9.13|   0     0 | 377M  125G 3944k 48.6M
18-08 20:27:27|4.29 13.7 9.13|   0  2048B| 377M  125G 3944k 48.6M
18-08 20:27:29|4.29 13.7 9.13|   0  6144B| 377M  125G 3952k 48.6M
18-08 20:27:31|3.95 13.4 9.08|   0     0 | 377M  125G 3952k 48.6M
18-08 20:27:33|3.95 13.4 9.08|   0  2048B| 377M  125G 3952k 48.6M
18-08 20:27:35|3.63 13.2 9.03|   0  6144B| 377M  125G 3960k 48.6M
18-08 20:27:37|3.63 13.2 9.03|   0     0 | 377M  125G 3960k 48.6M
18-08 20:27:39|3.63 13.2 9.03|   0  2048B| 377M  125G 3960k 48.6M
18-08 20:27:41|3.34 13.0 8.98|  12k  340k| 377M  125G 4048k 48.5M
18-08 20:27:43|3.34 13.0 8.98|   0     0 | 377M  125G 4048k 48.5M
18-08 20:27:45|3.07 12.8 8.93|   0    20k| 377M  125G 4048k 48.5M
18-08 20:27:47|3.07 12.8 8.93|   0  6144B| 377M  125G 4056k 48.7M
18-08 20:27:49|3.07 12.8 8.93|   0     0 | 377M  125G 4056k 48.7M
18-08 20:27:51|2.83 12.6 8.89|   0  2048B| 377M  125G 4056k 48.7M
18-08 20:27:53|2.83 12.6 8.89|   0  6144B| 377M  125G 4064k 48.7M
18-08 20:27:55|2.60 12.4 8.84|   0     0 | 377M  125G 4064k 48.7M
18-08 20:27:57|2.60 12.4 8.84|   0  2048B| 377M  125G 4064k 48.7M
18-08 20:27:59|2.60 12.4 8.84|   0  6144B| 377M  125G 4072k 48.7M
18-08 20:28:01|2.39 12.2 8.79|   0     0 | 377M  125G 4072k 48.7M
18-08 20:28:03|2.39 12.2 8.79|  30k 2048B| 377M  125G 4072k 48.7M
18-08 20:28:05|2.20 11.9 8.74|   0  6144B| 377M  125G 4080k 48.7M
18-08 20:28:07|2.20 11.9 8.74|   0     0 | 377M  125G 4080k 48.7M
18-08 20:28:09|2.20 11.9 8.74|   0  2048B| 377M  125G 4080k 48.7M
18-08 20:28:11|2.02 11.8 8.70|   0   340k| 377M  125G 4168k 48.7M
18-08 20:28:13|2.02 11.8 8.70|   0     0 | 377M  125G 4168k 48.7M
18-08 20:28:15|1.86 11.6 8.65|   0    18k| 377M  125G 4168k 48.7M
18-08 20:28:17|1.86 11.6 8.65|   0  6144B| 377M  125G 4176k 48.7M
18-08 20:28:19|1.86 11.6 8.65|   0     0 | 377M  125G 4176k 48.7M
18-08 20:28:21|1.71 11.4 8.60|   0  2048B| 377M  125G 4176k 48.7M
18-08 20:28:23|1.71 11.4 8.60|   0  6144B| 377M  125G 4184k 48.7M
18-08 20:28:25|1.57 11.2 8.56|   0     0 | 377M  125G 4184k 48.7M
18-08 20:28:27|1.57 11.2 8.56|   0  2048B| 377M  125G 4184k 48.7M
18-08 20:28:29|1.57 11.2 8.56|   0  6144B| 377M  125G 4192k 48.7M
18-08 20:28:31|1.45 11.0 8.51|   0     0 | 377M  125G 4192k 48.7M
18-08 20:28:33|1.45 11.0 8.51|   0  2048B| 377M  125G 4192k 48.7M
18-08 20:28:35|1.33 10.8 8.46|   0  6144B| 377M  125G 4200k 48.7M
18-08 20:28:37|1.33 10.8 8.46|   0     0 | 377M  125G 4200k 48.7M
18-08 20:28:39|1.33 10.8 8.46|   0  2048B| 377M  125G 4200k 48.7M
18-08 20:28:41|1.22 10.6 8.42|   0   340k| 377M  125G 4288k 48.6M
18-08 20:28:43|1.22 10.6 8.42|   0     0 | 377M  125G 4288k 48.6M
18-08 20:28:45|1.13 10.4 8.37|   0    20k| 377M  125G 4288k 48.6M
18-08 20:28:47|1.13 10.4 8.37|   0  6144B| 377M  125G 4296k 48.7M
18-08 20:28:49|1.13 10.4 8.37|   0     0 | 377M  125G 4296k 48.7M
18-08 20:28:51|1.04 10.3 8.33|   0  2048B| 377M  125G 4296k 48.7M
18-08 20:28:53|1.04 10.3 8.33|   0  6144B| 377M  125G 4304k 48.7M
18-08 20:28:55|0.95 10.1 8.28|   0     0 | 377M  125G 4304k 48.7M
18-08 20:28:57|0.95 10.1 8.28|2048B 4096B| 377M  125G 4308k 48.7M
18-08 20:28:59|0.95 10.1 8.28|   0    10k| 377M  125G 4316k 48.7M
18-08 20:29:01|0.88 9.94 8.24|   0     0 | 377M  125G 4316k 48.7M
18-08 20:29:03|0.88 9.94 8.24|   0  6144B| 377M  125G 4316k 48.7M
18-08 20:29:05|0.81 9.77 8.19|   0  6144B| 377M  125G 4324k 48.7M
18-08 20:29:07|0.81 9.77 8.19|   0     0 | 377M  125G 4324k 48.7M
18-08 20:29:09|0.81 9.77 8.19|   0  2048B| 377M  125G 4324k 48.7M
18-08 20:29:11|0.74 9.61 8.15|   0   340k| 377M  125G 4412k 48.7M
18-08 20:29:13|0.74 9.61 8.15|   0     0 | 377M  125G 4412k 48.7M
18-08 20:29:15|0.68 9.45 8.10|   0    24k| 377M  125G 4412k 48.7M
18-08 20:29:17|0.68 9.45 8.10|   0  6144B| 377M  125G 4420k 48.7M
18-08 20:29:19|0.68 9.45 8.10|   0     0 | 377M  125G 4420k 48.7M
18-08 20:29:21|0.63 9.29 8.06|   0  2048B| 377M  125G 4420k 48.7M
18-08 20:29:23|0.63 9.29 8.06|   0  6144B| 377M  125G 4428k 48.7M
18-08 20:29:25|0.58 9.14 8.02|   0     0 | 377M  125G 4428k 48.7M
18-08 20:29:27|0.58 9.14 8.02|   0  2048B| 377M  125G 4428k 48.7M
18-08 20:29:29|0.58 9.14 8.02|   0  6144B| 377M  125G 4436k 48.7M
18-08 20:29:31|0.53 8.99 7.97|   0     0 | 377M  125G 4436k 48.7M
18-08 20:29:33|0.53 8.99 7.97|   0  2048B| 377M  125G 4436k 48.7M
18-08 20:29:35|0.49 8.84 7.93|   0  6144B| 377M  125G 4444k 48.7M
18-08 20:29:37|0.49 8.84 7.93|   0     0 | 377M  125G 4444k 48.7M
18-08 20:29:39|0.49 8.84 7.93|   0  2048B| 377M  125G 4444k 48.7M
18-08 20:29:41|0.45 8.69 7.89|   0   340k| 377M  125G 4532k 48.7M
18-08 20:29:43|0.45 8.69 7.89|   0     0 | 377M  125G 4532k 48.7M
18-08 20:29:45|0.41 8.55 7.85|   0    20k| 377M  125G 4532k 48.7M
18-08 20:29:47|0.41 8.55 7.85|   0  6144B| 377M  125G 4540k 48.7M
18-08 20:29:49|0.41 8.55 7.85|   0     0 | 377M  125G 4540k 48.7M
18-08 20:29:51|0.38 8.40 7.80|   0  2048B| 377M  125G 4540k 48.7M
18-08 20:29:53|0.38 8.40 7.80|   0  6144B| 377M  125G 4548k 48.7M
18-08 20:29:55|0.35 8.27 7.76|   0     0 | 377M  125G 4548k 48.7M
18-08 20:29:57|0.35 8.27 7.76|   0  2048B| 377M  125G 4548k 48.7M
18-08 20:29:59|0.35 8.27 7.76|   0  6144B| 377M  125G 4556k 48.7M
18-08 20:30:01|0.32 8.13 7.72|   0     0 | 377M  125G 4556k 48.7M
18-08 20:30:03|0.32 8.13 7.72|   0  2048B| 377M  125G 4556k 48.7M
18-08 20:30:05|0.29 7.99 7.68|   0  6144B| 377M  125G 4564k 48.7M
18-08 20:30:07|0.29 7.99 7.68|   0     0 | 377M  125G 4564k 48.7M
18-08 20:30:09|0.29 7.99 7.68|   0  2048B| 377M  125G 4564k 48.7M
18-08 20:30:11|0.27 7.86 7.64|   0   340k| 377M  125G 4652k 48.7M
18-08 20:30:13|0.27 7.86 7.64|   0     0 | 377M  125G 4652k 48.7M
18-08 20:30:15|0.25 7.73 7.59|   0    20k| 377M  125G 4652k 48.7M
18-08 20:30:17|0.25 7.73 7.59|   0  6144B| 377M  125G 4660k 48.7M
18-08 20:30:19|0.25 7.73 7.59|   0     0 | 377M  125G 4660k 48.7M
18-08 20:30:21|0.23 7.60 7.55|   0  2048B| 377M  125G 4660k 48.7M
18-08 20:30:23|0.23 7.60 7.55|   0  6144B| 377M  125G 4668k 48.7M
18-08 20:30:25|0.21 7.47 7.51|   0     0 | 377M  125G 4668k 48.7M
18-08 20:30:27|0.21 7.47 7.51|   0  2048B| 377M  125G 4668k 48.7M
18-08 20:30:29|0.21 7.47 7.51|   0  6144B| 377M  125G 4676k 48.7M
18-08 20:30:31|0.19 7.35 7.47|   0     0 | 377M  125G 4676k 48.7M
18-08 20:30:33|0.19 7.35 7.47|   0  2048B| 377M  125G 4676k 48.7M
18-08 20:30:35|0.18 7.23 7.43|   0  6144B| 377M  125G 4684k 48.7M
18-08 20:30:37|0.18 7.23 7.43|   0     0 | 377M  125G 4684k 48.7M
18-08 20:30:39|0.18 7.23 7.43|   0  2048B| 377M  125G 4684k 48.7M
18-08 20:30:41|0.16 7.11 7.39|   0   336k| 377M  125G 4772k 48.7M
18-08 20:30:43|0.16 7.11 7.39|   0     0 | 377M  125G 4772k 48.7M
18-08 20:30:45|0.15 6.99 7.35|   0    20k| 377M  125G 4772k 48.7M
18-08 20:30:47|0.15 6.99 7.35|  64k   10k| 377M  125G 4780k 48.7M
18-08 20:30:49|0.15 6.99 7.35|   0     0 | 377M  125G 4780k 48.7M
18-08 20:30:51|0.14 6.87 7.31|   0  4096B| 377M  125G 4780k 48.7M
18-08 20:30:53|0.14 6.87 7.31|   0  6144B| 377M  125G 4788k 48.9M
18-08 20:30:55|0.13 6.76 7.27|   0     0 | 377M  125G 4788k 48.9M
18-08 20:30:57|0.13 6.76 7.27|   0  2048B| 377M  125G 4788k 48.9M
18-08 20:30:59|0.13 6.76 7.27|   0  6144B| 377M  125G 4796k 48.9M
18-08 20:31:01|0.12 6.65 7.23|   0     0 | 377M  125G 4796k 48.9M
18-08 20:31:03|0.12 6.65 7.23|   0  4096B| 377M  125G 4796k 48.9M
18-08 20:31:05|0.11 6.54 7.19|   0    10k| 377M  125G 4804k 48.9M
18-08 20:31:07|0.11 6.54 7.19|   0     0 | 377M  125G 4804k 48.9M
18-08 20:31:09|0.11 6.54 7.19|   0  6144B| 377M  125G 4804k 48.9M
18-08 20:31:11|0.10 6.43 7.16|   0   336k| 377M  125G 4892k 48.8M
18-08 20:31:13|0.10 6.43 7.16|   0     0 | 377M  125G 4892k 48.9M
18-08 20:31:15|0.09 6.32 7.12|   0    22k| 377M  125G 4892k 48.9M
18-08 20:31:17|0.09 6.32 7.12|   0  6144B| 377M  125G 4900k 48.9M
18-08 20:31:19|0.09 6.32 7.12|   0     0 | 377M  125G 4900k 48.9M
18-08 20:31:21|0.08 6.21 7.08|   0  2048B| 377M  125G 4900k 48.9M
18-08 20:31:23|0.08 6.21 7.08|   0  6144B| 377M  125G 4908k 48.9M
18-08 20:31:25|0.08 6.11 7.04|   0     0 | 377M  125G 4908k 48.9M
18-08 20:31:27|0.08 6.11 7.04|   0  2048B| 377M  125G 4908k 48.9M
18-08 20:31:29|0.08 6.11 7.04|   0  6144B| 377M  125G 4916k 48.9M
18-08 20:31:31|0.07 6.01 7.00|   0     0 | 377M  125G 4916k 48.9M
18-08 20:31:33|0.07 6.01 7.00|   0  2048B| 377M  125G 4916k 48.9M
18-08 20:31:35|0.06 5.91 6.96|   0  6144B| 377M  125G 4924k 48.9M
18-08 20:31:37|0.06 5.91 6.96|   0     0 | 377M  125G 4924k 48.9M
18-08 20:31:39|0.06 5.91 6.96|   0  2048B| 377M  125G 4924k 48.9M
18-08 20:31:41|0.06 5.81 6.93|   0   336k| 377M  125G 5012k 48.8M
18-08 20:31:43|0.06 5.81 6.93|   0     0 | 377M  125G 5012k 48.9M
18-08 20:31:45|0.05 5.71 6.89|   0    18k| 377M  125G 5012k 48.9M
18-08 20:31:47|0.05 5.71 6.89|   0  6144B| 377M  125G 5020k 48.9M
18-08 20:31:49|0.05 5.71 6.89|   0     0 | 377M  125G 5020k 48.9M
18-08 20:31:51|0.05 5.62 6.85|   0  2048B| 377M  125G 5020k 48.9M
18-08 20:31:53|0.05 5.62 6.85|   0  6144B| 377M  125G 5028k 48.9M
18-08 20:31:55|0.04 5.53 6.81|   0     0 | 377M  125G 5028k 48.9M
18-08 20:31:57|0.04 5.53 6.81|   0  2048B| 377M  125G 5028k 48.9M
18-08 20:31:59|0.04 5.53 6.81|   0  6144B| 377M  125G 5036k 48.9M
18-08 20:32:01|0.04 5.43 6.78|   0     0 | 377M  125G 5036k 48.9M
18-08 20:32:03|0.04 5.43 6.78|   0  2048B| 377M  125G 5036k 48.9M
18-08 20:32:05|0.04 5.34 6.74|   0  6144B| 377M  125G 5044k 48.9M
18-08 20:32:07|0.04 5.34 6.74|   0     0 | 377M  125G 5044k 48.9M
18-08 20:32:09|0.04 5.34 6.74|   0  2048B| 377M  125G 5044k 48.9M
18-08 20:32:11|0.03 5.25 6.70|   0   138k| 377M  125G 5084k 48.8M
18-08 20:32:13|0.03 5.25 6.70|1080k  202k| 378M  125G 5668k 50.3M
18-08 20:32:15|0.11 5.18 6.67|2208k   18k| 381M  125G 6904k 53.6M
18-08 20:32:17|0.11 5.18 6.67|   0     0 | 381M  125G 6904k 53.6M
18-08 20:32:19|0.11 5.18 6.67|   0    24k| 381M  125G 6912k 53.6M
18-08 20:32:21|0.10 5.10 6.64|   0    20k| 381M  125G 6912k 53.6M
18-08 20:32:23|0.10 5.10 6.64| 132k    0 | 378M  125G 6920k 53.8M
18-08 20:32:25|0.09 5.01 6.60|   0    30k| 378M  125G 6928k 53.8M
18-08 20:32:27|0.09 5.01 6.60|2048B   22k| 381M  125G 6928k 53.8M
18-08 20:32:29|0.09 5.01 6.60|   0     0 | 381M  125G 6928k 53.8M
18-08 20:32:31|0.09 4.93 6.57|   0    26k| 381M  125G 6936k 53.8M
18-08 20:32:33|0.09 4.93 6.57|   0    22k| 381M  125G 6936k 53.8M
18-08 20:32:35|0.08 4.85 6.53|   0     0 | 381M  125G 6936k 53.8M
18-08 20:32:37|0.08 4.85 6.53|   0    12k| 381M  125G 6944k 53.8M
18-08 20:32:39|0.08 4.85 6.53|   0  8192B| 381M  125G 6944k 53.8M
18-08 20:32:41|0.07 4.77 6.50|   0     0 | 381M  125G 6944k 53.8M
18-08 20:32:43|0.07 4.77 6.50|   0   332k| 381M  125G 7024k 53.7M
18-08 20:32:45|0.07 4.69 6.46|   0    20k| 381M  125G 7024k 53.7M
18-08 20:32:47|0.07 4.69 6.46|   0     0 | 381M  125G 7024k 53.7M
18-08 20:32:49|0.07 4.69 6.46|   0  6144B| 381M  125G 7032k 53.8M
18-08 20:32:51|0.06 4.61 6.42|   0  2048B| 381M  125G 7032k 53.8M
18-08 20:32:53|0.06 4.61 6.42|   0     0 | 381M  125G 7032k 53.8M
18-08 20:32:55|0.06 4.53 6.39|   0  6144B| 381M  125G 7040k 53.8M
18-08 20:32:57|0.06 4.53 6.39|   0  2048B| 381M  125G 7040k 53.8M
18-08 20:32:59|0.06 4.53 6.39|   0     0 | 381M  125G 7040k 53.8M
18-08 20:33:01|0.05 4.46 6.36|   0  6144B| 380M  125G 7048k 53.8M
18-08 20:33:03|0.05 4.46 6.36|2048B 4096B| 380M  125G 7056k 53.8M
