Number of cells: 20000
tstop: 5 hours
Notes: started running the sim, failed on building recurrent connections.

----system---- ---load-avg--- -dsk/total- ------memory-usage-----
     time     | 1m   5m  15m | read  writ| used  free  buff  cach
29-08 16:39:10|1.00 0.98 0.70|   0  2458B|1009M  124G 77.2M  891M
29-08 16:39:15|1.00 0.98 0.70|   0   819B|1012M  124G 77.2M  891M
29-08 16:39:20|1.00 0.98 0.70|   0  2458B|1014M  124G 77.3M  891M
29-08 16:39:25|1.00 0.98 0.70|   0   819B|1017M  124G 77.3M  891M
29-08 16:39:30|1.00 0.98 0.71|   0  2458B|1020M  124G 77.3M  891M
29-08 16:39:35|1.00 0.98 0.71|   0   819B|1022M  124G 77.3M  891M
29-08 16:39:40|1.00 0.98 0.71|   0  2458B|1025M  124G 77.3M  891M
29-08 16:39:45|1.00 0.98 0.71|   0   819B|1027M  124G 77.3M  891M
29-08 16:39:50|1.00 0.98 0.71|   0  2458B|1030M  124G 77.3M  891M
29-08 16:39:55|1.00 0.98 0.72|   0   819B|1033M  124G 77.3M  891M
29-08 16:40:00|1.00 0.99 0.72|   0  2458B|1036M  124G 77.3M  891M
29-08 16:40:05|1.00 0.99 0.72|   0   819B|1038M  124G 77.3M  891M
29-08 16:40:10|1.00 0.99 0.72|   0  2458B|1041M  124G 77.3M  891M
29-08 16:40:15|1.00 0.99 0.72|   0   819B|1043M  124G 77.3M  891M
29-08 16:40:20|1.00 0.99 0.73|   0  2458B|1046M  124G 77.3M  891M
29-08 16:40:25|1.00 0.99 0.73|   0   819B|1049M  124G 77.3M  891M
29-08 16:40:30|1.00 0.99 0.73|   0  2458B|1051M  124G 77.3M  891M
29-08 16:40:35|1.00 0.99 0.73|   0   819B|1054M  124G 77.3M  891M
29-08 16:40:40|1.00 0.99 0.73|   0  2458B|1057M  124G 77.3M  891M
29-08 16:40:45|1.00 0.99 0.73|   0   819B|1059M  124G 77.3M  891M
29-08 16:40:50|1.00 0.99 0.74|   0  2458B|1062M  124G 77.3M  891M
29-08 16:40:55|1.00 0.99 0.74|   0   819B|1065M  124G 77.3M  891M
29-08 16:41:00|1.00 0.99 0.74|   0  2458B|1067M  124G 77.3M  891M
29-08 16:41:05|1.00 0.99 0.74|   0   819B|1070M  124G 77.3M  891M
29-08 16:41:10|1.00 0.99 0.74|   0  2458B|1072M  124G 77.3M  891M
29-08 16:41:15|1.00 0.99 0.74|   0   819B|1075M  124G 77.3M  891M
29-08 16:41:20|1.00 0.99 0.74|   0  2458B|1078M  124G 77.3M  891M
29-08 16:41:25|1.00 0.99 0.75|   0   819B|1080M  124G 77.3M  891M
29-08 16:41:30|1.00 0.99 0.75|   0  2458B|1083M  124G 77.3M  891M
29-08 16:41:35|1.00 0.99 0.75|   0   819B|1086M  124G 77.3M  891M
29-08 16:41:40|1.00 1.00 0.75|   0  2458B|1088M  124G 77.3M  891M
29-08 16:41:45|1.00 1.00 0.75|   0   819B|1091M  124G 77.3M  891M
29-08 16:41:50|1.00 1.00 0.75|   0  2458B|1094M  124G 77.3M  891M
29-08 16:41:55|1.00 1.00 0.75|   0   819B|1096M  124G 77.3M  891M
29-08 16:42:00|1.00 1.00 0.76|   0  2458B|1099M  124G 77.3M  891M
29-08 16:42:05|1.00 1.00 0.76|   0   819B|1102M  124G 77.3M  891M
29-08 16:42:10|1.00 1.00 0.76|   0  2458B|1104M  124G 77.3M  891M
29-08 16:42:15|1.00 1.00 0.76|   0   819B|1107M  124G 77.3M  891M
29-08 16:42:20|1.00 1.00 0.76|   0  2458B|1110M  124G 77.3M  891M
29-08 16:42:25|1.00 1.00 0.76|   0   819B|1112M  124G 77.3M  891M
29-08 16:42:30|1.00 1.00 0.77|   0  2458B|1115M  124G 77.3M  891M
29-08 16:42:35|1.00 1.00 0.77|   0  4096B|1117M  124G 77.3M  891M
29-08 16:42:40|1.00 1.00 0.77|   0  4096B|1120M  124G 77.3M  891M
29-08 16:42:45|1.00 1.00 0.77|   0  2458B|1123M  124G 77.3M  891M
29-08 16:42:50|1.00 1.00 0.77|   0  2458B|1125M  124G 77.3M  891M
29-08 16:42:55|1.00 1.00 0.77|   0   819B|1128M  124G 77.3M  891M
29-08 16:43:00|1.00 1.00 0.77|   0  2458B|1131M  124G 77.3M  891M
29-08 16:43:05|1.00 1.00 0.78|   0   819B|1133M  124G 77.3M  891M
29-08 16:43:10|1.00 1.00 0.78|   0  5734B|1136M  124G 77.4M  891M
29-08 16:43:15|1.00 1.00 0.78|   0  2458B|1139M  124G 77.4M  891M
29-08 16:43:20|1.00 1.00 0.78|   0   819B|1142M  124G 77.4M  891M
29-08 16:43:25|1.00 1.00 0.78|   0  2458B|1144M  124G 77.4M  891M
29-08 16:43:30|1.00 1.00 0.78|   0   819B|1147M  124G 77.4M  891M
29-08 16:43:35|1.00 1.00 0.78|   0  2458B|1150M  124G 77.4M  891M
29-08 16:43:40|1.00 1.00 0.79|   0   819B|1152M  124G 77.4M  891M
29-08 16:43:45|1.00 1.00 0.79|   0  2458B|1155M  124G 77.4M  891M
29-08 16:43:50|1.00 1.00 0.79|   0   819B|1158M  124G 77.4M  891M
29-08 16:43:55|1.00 1.00 0.79|   0  2458B|1160M  124G 77.4M  891M
29-08 16:44:00|1.00 1.00 0.79|   0   819B|1163M  124G 77.4M  891M
29-08 16:44:05|1.00 1.00 0.79|   0  2458B|1165M  124G 77.4M  891M
29-08 16:44:10|1.00 1.00 0.79|   0   819B|1168M  124G 77.4M  891M
29-08 16:44:15|1.00 1.00 0.80|   0  2458B|1171M  124G 77.4M  891M
29-08 16:44:20|1.00 1.00 0.80|   0   819B|1174M  124G 77.4M  891M
29-08 16:44:25|1.00 1.00 0.80|   0  2458B|1176M  124G 77.4M  891M
29-08 16:44:30|1.00 1.00 0.80|   0   819B|1179M  124G 77.4M  891M
29-08 16:44:35|1.00 1.00 0.80|   0  2458B|1181M  124G 77.4M  891M
29-08 16:44:40|1.00 1.00 0.80|   0   819B|1184M  124G 77.4M  891M
29-08 16:44:45|1.00 1.00 0.80|   0  2458B|1187M  124G 77.4M  891M
29-08 16:44:50|1.00 1.00 0.81|   0   819B|1189M  124G 77.4M  891M
29-08 16:44:55|1.00 1.00 0.81|   0  2458B|1192M  124G 77.4M  891M
29-08 16:45:00|1.00 1.00 0.81|   0   819B|1195M  124G 77.4M  891M
29-08 16:45:05|1.00 1.00 0.81|   0  2458B|1197M  124G 77.4M  891M
29-08 16:45:10|1.00 1.00 0.81|   0    31k|1200M  124G 77.4M  891M
29-08 16:45:15|1.00 1.00 0.81|   0    11k|1203M  124G 77.4M  891M
29-08 16:45:20|1.00 1.00 0.81|   0  2458B|1205M  124G 77.4M  891M
29-08 16:45:25|1.00 1.00 0.82|   0  2458B|1208M  124G 77.4M  891M
29-08 16:45:30|1.00 1.00 0.82|   0   819B|1211M  124G 77.4M  891M
29-08 16:45:35|1.00 1.00 0.82|   0  2458B|1213M  124G 77.4M  891M
29-08 16:45:40|1.00 1.00 0.82|   0   819B|1216M  124G 77.4M  891M
29-08 16:45:45|1.00 1.00 0.82|   0  2458B|1219M  124G 77.4M  891M
29-08 16:45:50|1.00 1.00 0.82|   0   819B|1221M  124G 77.4M  891M
29-08 16:45:55|1.00 1.00 0.82|   0  2458B|1224M  124G 77.4M  891M
29-08 16:46:00|1.00 1.00 0.82|   0   819B|1227M  124G 77.4M  891M
29-08 16:46:05|1.00 1.00 0.83|   0  2458B|1229M  124G 77.4M  891M
29-08 16:46:10|1.00 1.00 0.83|   0   819B|1232M  124G 77.4M  891M
29-08 16:46:15|1.00 1.00 0.83|   0  2458B|1235M  124G 77.4M  891M
29-08 16:46:20|1.00 1.00 0.83|   0   819B|1237M  124G 77.4M  891M
29-08 16:46:25|1.00 1.00 0.83|   0  2458B|1240M  124G 77.4M  891M
29-08 16:46:30|1.00 1.00 0.83|   0   819B|1243M  124G 77.4M  891M
29-08 16:46:35|1.00 1.00 0.83|   0  2458B|1245M  124G 77.4M  891M
29-08 16:46:40|1.00 1.00 0.83|   0   819B|1248M  123G 77.4M  891M
29-08 16:46:45|1.00 1.00 0.83|   0  2458B|1251M  123G 77.4M  891M
29-08 16:46:50|1.00 1.00 0.83|   0   819B|1253M  123G 77.4M  891M
29-08 16:46:55|1.00 1.00 0.83|   0  2458B|1255M  123G 77.4M  891M
29-08 16:47:00|1.00 1.00 0.84|   0   819B|1258M  123G 77.4M  891M
29-08 16:47:05|1.00 1.00 0.84|   0  2458B|1260M  123G 77.4M  891M
29-08 16:47:10|1.00 1.00 0.84|   0   819B|1262M  123G 77.4M  891M
29-08 16:47:15|1.00 1.00 0.84|   0  2458B|1265M  123G 77.5M  891M
29-08 16:47:20|1.00 1.00 0.84|   0   819B|1267M  123G 77.5M  891M
29-08 16:47:25|1.00 1.00 0.84|   0  2458B|1269M  123G 77.5M  891M
29-08 16:47:30|1.00 1.00 0.84|   0   819B|1271M  123G 77.5M  891M
29-08 16:47:35|1.00 1.00 0.84|   0  2458B|1273M  123G 77.5M  891M
29-08 16:47:40|1.00 1.00 0.84|   0  1638B|1275M  123G 77.5M  891M
29-08 16:47:45|1.00 1.00 0.84|   0  4096B|1277M  123G 77.5M  891M
29-08 16:47:50|1.00 1.00 0.85|   0  2458B|1279M  123G 77.5M  891M
29-08 16:47:55|1.00 1.00 0.85|   0  2458B|1281M  123G 77.5M  891M
29-08 16:48:00|1.00 1.00 0.85|   0   819B|1283M  123G 77.5M  891M
29-08 16:48:05|1.00 1.00 0.85|   0  2458B|1285M  123G 77.5M  891M
29-08 16:48:10|1.00 1.00 0.85|   0   819B|1288M  123G 77.5M  891M
29-08 16:48:15|1.00 1.00 0.85|   0  2458B|1290M  123G 77.5M  891M
